subj_id;img_id;likert;resp_time;order
s-008;im-224;7;2845;23
s-008;im-203;2;2928;24
s-008;im-014;2;4378;25
s-008;im-050;6;5000;26
s-008;im-160;7;4033;27
s-008;im-133;5;4512;28
s-008;im-034;2;4691;29
s-008;im-111;5;4297;30
s-008;im-302;-1;5274;31
s-008;im-208;7;3636;32
s-008;im-148;2;2607;33
s-008;im-068;7;4640;34
s-009;im-302;3;7674;1
s-009;im-240;3;18579;2
s-009;im-206;5;5471;3
s-009;im-001;2;3908;4
s-009;im-300;2;4360;5
s-009;im-033;5;5353;6
s-009;im-005;2;3037;7
s-009;im-095;5;2981;8
s-009;im-069;2;4028;9
s-009;im-265;2;4303;10
s-009;im-247;2;3172;11
s-009;im-252;2;2771;12
s-009;im-266;2;2028;13
s-009;im-198;2;3283;14
s-009;im-015;2;3668;15
s-009;im-063;6;2116;16
s-009;im-040;6;3240;17
s-009;im-177;2;2827;18
s-009;im-043;3;2741;19
s-009;im-155;5;2286;20
s-009;im-042;5;1780;21
s-009;im-286;2;2098;22
s-009;im-303;7;2164;23
s-009;im-011;2;4004;24
s-009;im-220;6;3523;25
s-009;im-108;2;2179;26
s-009;im-193;6;6276;27
s-009;im-136;3;2226;28
s-009;im-304;7;1713;29
s-009;im-301;2;2207;30
s-009;im-166;2;3505;31
s-009;im-076;2;2649;32
s-009;im-007;6;2080;33
s-009;im-231;2;1672;34
s-010;im-301;2;6445;1
s-010;im-167;7;4367;2
s-010;im-262;2;12424;3
s-010;im-041;5;13383;4
s-010;im-304;7;4485;5
s-010;im-259;2;5478;6
s-010;im-137;2;7811;7
s-010;im-131;2;6398;8
s-010;im-132;2;5595;9
s-010;im-128;2;7372;10
s-010;im-061;2;5472;11
s-010;im-130;6;4901;12
s-010;im-296;2;5079;13
s-010;im-111;3;9142;14
s-010;im-285;6;6180;15
s-010;im-019;6;4665;16
s-010;im-303;7;3300;17
s-010;im-208;2;4981;18
s-010;im-236;5;5936;19
s-010;im-240;7;6436;20
s-010;im-183;7;4726;21
s-010;im-162;7;2896;22
s-010;im-053;5;6662;23
s-010;im-302;5;7840;24
s-010;im-213;2;4696;25
s-010;im-146;3;6177;26
s-010;im-009;3;7130;27
s-010;im-178;6;4628;28
s-010;im-147;5;8630;29
s-010;im-273;3;6624;30
s-010;im-058;7;3982;31
s-010;im-186;7;4566;32
s-010;im-225;1;4344;33
s-010;im-006;6;5136;34
s-011;im-038;2;10469;1
s-011;im-248;1;4582;2
s-011;im-247;1;4473;3
s-011;im-065;1;3863;4
s-011;im-122;3;6620;5
s-011;im-302;1;3716;6
s-011;im-287;1;6474;7
s-011;im-048;1;3805;8
s-011;im-215;7;5595;9
s-011;im-254;2;5234;10
s-011;im-303;7;2460;11
s-011;im-086;6;6932;12
s-011;im-195;4;8173;13
s-011;im-019;7;2090;14
s-011;im-267;1;6180;15
s-011;im-294;2;6936;16
s-011;im-272;1;2410;17
s-011;im-183;7;5308;18
s-011;im-301;1;2982;19
s-011;im-029;5;4736;20
s-011;im-049;6;5692;21
s-011;im-156;7;4491;22
s-011;im-246;5;6457;23
s-011;im-138;7;5630;24
s-011;im-114;7;2532;25
s-011;im-117;6;7828;26
s-011;im-187;7;2838;27
s-011;im-087;1;3669;28
s-011;im-212;5;3093;29
s-011;im-088;6;4938;30
s-011;im-199;7;2464;31
s-011;im-304;3;6759;32
s-011;im-113;7;2386;33
s-011;im-144;1;3046;34
s-012;im-301;3;5978;1
s-012;im-151;5;5686;2
s-012;im-192;7;3786;3
s-012;im-210;1;5174;4
s-012;im-090;2;5556;5
s-012;im-163;6;4926;6
s-012;im-112;3;6409;7
s-012;im-040;6;6507;8
s-012;im-142;6;4910;9
s-012;im-135;2;4548;10
s-012;im-086;2;5399;11
s-012;im-085;7;3936;12
s-012;im-162;7;3703;13
s-012;im-201;-1;5619;14
s-012;im-289;1;4230;15
s-012;im-272;1;4302;16
s-012;im-075;-1;5157;17
s-012;im-191;5;5912;18
s-012;im-127;6;3673;19
s-012;im-049;6;4888;20
s-012;im-303;6;4662;21
s-012;im-122;2;4343;22
s-012;im-131;2;3165;23
s-012;im-236;5;5822;24
s-012;im-067;1;3676;25
s-012;im-111;2;2916;26
s-012;im-129;2;3246;27
s-012;im-279;1;3038;28
s-012;im-220;3;5469;29
s-012;im-304;7;2586;30
s-012;im-254;1;2953;31
s-012;im-266;-1;5049;32
s-012;im-302;-1;4546;33
s-012;im-206;2;3720;34
s-013;im-059;-1;5437;1
s-013;im-079;1;6741;2
s-013;im-093;6;6057;3
s-013;im-171;7;5284;4
s-013;im-203;1;3578;5
s-013;im-031;3;6343;6
s-013;im-128;2;6290;7
s-013;im-304;7;5463;8
s-013;im-256;3;5069;9
s-013;im-113;5;5175;10
s-013;im-178;7;4905;11
s-013;im-302;1;4066;12
s-013;im-226;3;4195;13
s-013;im-290;2;3407;14
s-013;im-254;1;5378;15
s-013;im-080;2;71612;16
s-013;im-246;3;6212;17
s-013;im-015;-1;4276;18
s-013;im-223;6;6103;19
s-013;im-303;7;3606;20
s-013;im-095;2;4564;21
s-013;im-173;7;3673;22
s-013;im-075;2;5281;23
s-013;im-166;6;4168;24
s-013;im-286;1;3090;25
s-013;im-179;5;3364;26
s-013;im-094;3;6024;27
s-013;im-247;2;3956;28
s-013;im-295;1;4221;29
s-013;im-110;-1;2260;30
s-013;im-147;2;3435;31
s-013;im-090;2;3968;32
s-013;im-301;1;3261;33
s-013;im-112;3;4000;34
s-014;im-211;6;8010;1
s-014;im-246;3;5932;2
s-014;im-301;1;5576;3
s-014;im-066;5;6741;4
s-014;im-279;3;9101;5
s-014;im-109;5;6205;6
s-014;im-082;2;6098;7
s-014;im-159;6;5079;8
s-014;im-241;2;5590;9
s-014;im-260;4;6429;10
s-014;im-097;5;7661;11
s-014;im-005;2;4642;12
s-014;im-304;-1;5684;13
s-014;im-262;5;4751;14
s-014;im-198;7;6336;15
s-014;im-272;3;4741;16
s-014;im-092;6;3935;17
s-014;im-302;-1;4824;18
s-014;im-149;6;6277;19
s-014;im-140;3;4606;20
s-014;im-182;6;5005;21
s-014;im-168;7;4776;22
s-014;im-030;2;4426;23
s-014;im-253;1;5374;24
s-014;im-057;6;4135;25
s-014;im-113;5;6219;26
s-014;im-089;5;10430;27
s-014;im-160;7;4105;28
s-014;im-218;5;5486;29
s-014;im-303;7;5329;30
s-014;im-126;3;5440;31
s-014;im-244;6;3508;32
s-014;im-079;2;7544;33
s-014;im-104;-1;5020;34
s-015;im-302;1;3892;1
s-015;im-190;6;4469;2
s-015;im-039;2;3458;3
s-015;im-303;7;3491;4
s-015;im-072;6;4622;5
s-015;im-267;2;4260;6
s-015;im-123;2;4979;7
s-015;im-174;7;2809;8
s-015;im-195;4;5371;9
s-015;im-131;2;3151;10
s-015;im-081;7;4218;11
s-015;im-295;2;3681;12
s-015;im-280;3;4265;13
s-015;im-032;6;3231;14
s-015;im-092;3;3971;15
s-015;im-236;6;4102;16
s-015;im-146;2;4491;17
s-015;im-089;2;3560;18
s-015;im-083;6;2933;19
s-015;im-171;7;2646;20
s-015;im-217;7;2853;21
s-015;im-042;1;2790;22
s-015;im-181;7;2927;23
s-015;im-145;2;2898;24
s-015;im-148;2;3233;25
s-015;im-301;1;4891;26
s-015;im-304;7;2329;27
s-015;im-122;7;2820;28
s-015;im-218;6;3312;29
s-015;im-268;2;2679;30
s-015;im-228;6;3525;31
s-015;im-293;2;3138;32
s-015;im-043;2;2811;33
s-015;im-227;2;2827;34
s-016;im-094;5;4058;1
s-016;im-137;3;3679;2
s-016;im-072;3;6304;3
s-016;im-260;2;3263;4
s-016;im-301;1;3654;5
s-016;im-091;3;4051;6
s-016;im-295;6;4115;7
s-016;im-087;1;3869;8
s-016;im-121;7;3446;9
s-016;im-191;6;4567;10
s-016;im-054;7;5410;11
s-016;im-022;3;5098;12
s-016;im-167;7;3834;13
s-016;im-163;7;5097;14
s-016;im-255;-1;4682;15
s-016;im-304;7;2858;16
s-016;im-040;7;3735;17
s-016;im-230;6;5305;18
s-016;im-241;5;5191;19
s-016;im-188;3;3926;20
s-016;im-034;2;7196;21
s-016;im-227;3;4285;22
s-016;im-001;3;5502;23
s-016;im-109;5;4010;24
s-016;im-035;6;4874;25
s-016;im-192;6;5044;26
s-016;im-219;5;3393;27
s-016;im-302;1;2869;28
s-016;im-033;2;5143;29
s-016;im-303;7;3616;30
s-016;im-228;5;5528;31
s-016;im-259;3;3119;32
s-016;im-079;-1;6692;33
s-016;im-272;5;4281;34
s-017;im-059;3;10220;1
s-017;im-188;7;4708;2
s-017;im-131;1;4793;3
s-017;im-210;1;4794;4
s-017;im-138;6;4750;5
s-017;im-016;3;4939;6
s-017;im-281;2;4713;7
s-017;im-108;3;8012;8
s-017;im-206;3;5146;9
s-017;im-294;5;5606;10
s-017;im-257;5;5350;11
s-017;im-301;1;4605;12
s-017;im-111;6;4613;13
s-017;im-218;6;6514;14
s-017;im-007;5;4426;15
s-017;im-096;1;4535;16
s-017;im-200;7;4051;17
s-017;im-182;7;2661;18
s-017;im-146;1;3837;19
s-017;im-144;1;3116;20
s-017;im-025;3;5665;21
s-017;im-302;1;3354;22
s-017;im-145;2;5041;23
s-017;im-209;6;6492;24
s-017;im-303;7;2479;25
s-017;im-164;3;4623;26
s-017;im-263;6;4941;27
s-017;im-222;1;3252;28
s-017;im-076;3;6514;29
s-017;im-192;7;3952;30
s-017;im-258;5;5220;31
s-017;im-075;5;5439;32
s-017;im-304;7;2655;33
s-017;im-102;2;4221;34
s-018;im-290;1;6417;1
s-018;im-257;3;6855;2
s-018;im-159;6;5425;3
s-018;im-102;6;5808;4
s-018;im-082;7;5074;5
s-018;im-093;2;5511;6
s-018;im-215;1;4513;7
s-018;im-207;2;6786;8
s-018;im-304;7;4632;9
s-018;im-283;5;4200;10
s-018;im-302;1;8132;11
s-018;im-265;2;11927;12
s-018;im-112;5;6568;13
s-018;im-229;5;6711;14
s-018;im-015;7;4691;15
s-018;im-032;3;5836;16
s-018;im-155;2;6528;17
s-018;im-216;2;7553;18
s-018;im-182;6;4463;19
s-018;im-055;6;4135;20
s-018;im-123;7;6141;21
s-018;im-188;3;5483;22
s-018;im-062;5;4926;23
s-018;im-078;2;4699;24
s-018;im-029;6;4507;25
s-018;im-303;7;4461;26
s-018;im-301;1;4853;27
s-018;im-211;1;4997;28
s-018;im-148;5;6480;29
s-018;im-011;3;6250;30
s-018;im-173;5;6864;31
s-018;im-004;6;5483;32
s-018;im-294;2;4772;33
s-018;im-150;5;4602;34
s-019;im-304;6;7930;1
s-019;im-123;5;5800;2
s-019;im-181;7;5038;3
s-019;im-256;2;7632;4
s-019;im-110;6;5967;5
s-019;im-302;2;5937;6
s-019;im-010;1;6702;7
s-019;im-197;5;9018;8
s-019;im-056;2;4058;9
s-019;im-303;7;4420;10
s-019;im-231;2;5765;11
s-019;im-180;3;7960;12
s-019;im-266;1;4195;13
s-019;im-057;1;5018;14
s-019;im-284;1;4373;15
s-019;im-144;3;4949;16
s-019;im-046;2;5365;17
s-019;im-243;2;5211;18
s-019;im-101;5;4985;19
s-019;im-212;2;5929;20
s-019;im-004;6;5716;21
s-019;im-252;1;4937;22
s-019;im-033;3;5119;23
s-019;im-248;3;5582;24
s-019;im-018;6;5179;25
s-019;im-153;7;4000;26
s-019;im-263;2;5049;27
s-019;im-026;5;5350;28
s-019;im-301;6;5224;29
s-019;im-210;3;5430;30
s-019;im-155;3;4967;31
s-019;im-013;5;6350;32
s-019;im-095;1;5994;33
s-019;im-007;1;4642;34
s-020;im-252;1;4298;1
s-020;im-035;7;5102;2
s-020;im-074;1;4843;3
s-020;im-032;1;5091;4
s-020;im-242;1;4840;5
s-020;im-303;7;3108;6
s-020;im-302;1;5103;7
s-020;im-301;1;3883;8
s-020;im-167;-1;3880;9
s-020;im-190;1;5640;10
s-020;im-159;1;3932;11
s-020;im-034;1;4112;12
s-020;im-257;1;3237;13
s-020;im-037;1;4646;14
s-020;im-274;1;2675;15
s-020;im-072;1;3338;16
s-020;im-204;1;6216;17
s-020;im-297;-1;4783;18
s-020;im-049;1;4809;19
s-020;im-258;1;3267;20
s-020;im-185;7;3639;21
s-020;im-055;1;2970;22
s-020;im-238;1;2593;23
s-020;im-233;1;2540;24
s-020;im-080;1;2568;25
s-020;im-128;-1;4001;26
s-020;im-304;-1;3848;27
s-020;im-234;1;2745;28
s-020;im-092;1;3177;29
s-020;im-119;1;5171;30
s-020;im-140;-1;3798;31
s-020;im-017;1;3004;32
s-020;im-166;7;4362;33
s-020;im-060;1;4514;34
s-021;im-129;3;4597;1
s-021;im-095;5;4184;2
s-021;im-257;3;5557;3
s-021;im-148;2;3605;4
s-021;im-019;6;3884;5
s-021;im-216;5;3758;6
s-021;im-302;2;4176;7
s-021;im-270;3;5577;8
s-021;im-304;5;3429;9
s-021;im-255;3;4850;10
s-021;im-199;6;3623;11
s-021;im-212;6;3448;12
s-021;im-094;2;4397;13
s-021;im-050;3;3704;14
s-021;im-209;6;4063;15
s-021;im-147;5;4856;16
s-021;im-144;3;3639;17
s-021;im-193;6;2484;18
s-021;im-301;2;4740;19
s-021;im-004;5;3639;20
s-021;im-042;2;3775;21
s-021;im-235;5;3779;22
s-021;im-200;7;3063;23
s-021;im-170;5;4482;24
s-021;im-021;2;3537;25
s-021;im-287;3;3715;26
s-021;im-058;2;2988;27
s-021;im-140;5;4830;28
s-021;im-277;3;4080;29
s-021;im-097;2;3441;30
s-021;im-247;6;3866;31
s-021;im-303;5;2687;32
s-021;im-161;7;5805;33
s-021;im-040;5;4201;34
s-022;im-076;2;4220;1
s-022;im-017;1;6055;2
s-022;im-292;5;5286;3
s-022;im-042;3;8013;4
s-022;im-028;6;6561;5
s-022;im-226;6;4184;6
s-022;im-304;7;3925;7
s-022;im-303;7;2765;8
s-022;im-301;1;3688;9
s-022;im-026;6;3797;10
s-022;im-167;3;4219;11
s-022;im-008;2;3556;12
s-022;im-005;2;4165;13
s-022;im-215;-1;4207;14
s-022;im-161;7;3888;15
s-022;im-117;2;4782;16
s-022;im-071;1;5299;17
s-022;im-302;2;7085;18
s-022;im-163;1;4493;19
s-022;im-212;5;4884;20
s-022;im-242;7;5021;21
s-022;im-280;3;5369;22
s-022;im-239;2;5198;23
s-022;im-087;2;4857;24
s-022;im-193;6;5112;25
s-022;im-252;2;4977;26
s-022;im-189;7;3884;27
s-022;im-082;7;3807;28
s-022;im-009;3;4794;29
s-022;im-284;2;3707;30
s-022;im-109;3;4615;31
s-022;im-119;5;3899;32
s-022;im-015;5;6048;33
s-022;im-288;6;4348;34
s-023;im-045;3;14197;1
s-023;im-140;7;5607;2
s-023;im-230;6;7395;3
s-023;im-302;6;6535;4
s-023;im-296;5;6253;5
s-023;im-250;3;5962;6
s-023;im-238;-1;6405;7
s-023;im-057;6;6279;8
s-023;im-064;3;13919;9
s-023;im-114;6;8098;10
s-023;im-169;7;4688;11
s-023;im-292;2;8758;12
s-023;im-046;7;4931;13
s-023;im-287;3;5701;14
s-023;im-276;5;8518;15
s-023;im-171;7;4073;16
s-023;im-065;2;6389;17
s-023;im-121;1;5348;18
s-023;im-014;3;6992;19
s-023;im-157;7;4208;20
s-023;im-025;7;4775;21
s-023;im-277;2;4719;22
s-023;im-075;5;10980;23
s-023;im-301;2;16794;24
s-023;im-303;7;4500;25
s-023;im-304;7;5907;26
s-023;im-205;5;5554;27
s-023;im-147;6;7859;28
s-023;im-112;6;8346;29
s-023;im-187;7;3877;30
s-023;im-172;7;4230;31
s-023;im-042;3;7996;32
s-023;im-056;6;7134;33
s-023;im-248;3;5615;34
s-024;im-177;2;17375;1
s-024;im-085;6;7684;2
s-024;im-292;3;8043;3
s-024;im-254;2;15043;4
s-024;im-098;5;8074;5
s-024;im-302;6;7817;6
s-024;im-204;2;9752;7
s-024;im-083;6;9924;8
s-024;im-197;5;9566;9
s-024;im-212;6;7640;10
s-024;im-192;6;7540;11
s-024;im-034;3;9938;12
s-024;im-147;6;7304;13
s-024;im-025;6;8199;14
s-024;im-290;2;6209;15
s-024;im-239;5;6392;16
s-024;im-045;6;6488;17
s-024;im-207;5;7550;18
s-024;im-304;6;7347;19
s-024;im-203;2;5972;20
s-024;im-037;3;8565;21
s-024;im-303;6;7669;22
s-024;im-277;3;6522;23
s-024;im-267;5;7735;24
s-024;im-133;6;7259;25
s-024;im-157;5;5966;26
s-024;im-019;6;5823;27
s-024;im-119;5;7124;28
s-024;im-063;2;8004;29
s-024;im-131;5;5825;30
s-024;im-301;2;7828;31
s-024;im-036;2;6375;32
s-024;im-102;5;7506;33
s-024;im-171;6;8267;34
s-025;im-116;2;7892;1
s-025;im-179;6;7370;2
s-025;im-074;1;5298;3
s-025;im-239;1;6586;4
s-025;im-180;7;5306;5
s-025;im-137;5;7369;6
s-025;im-026;7;5435;7
s-025;im-207;6;7061;8
s-025;im-233;2;6522;9
s-025;im-046;7;4813;10
s-025;im-301;7;4786;11
s-025;im-054;2;6554;12
s-025;im-152;7;5314;13
s-025;im-302;5;9197;14
s-025;im-303;6;9006;15
s-025;im-194;7;5026;16
s-025;im-269;1;8325;17
s-025;im-063;1;4276;18
s-025;im-024;1;3800;19
s-025;im-268;2;5059;20
s-025;im-022;6;6228;21
s-025;im-127;6;8222;22
s-025;im-115;1;3986;23
s-025;im-017;1;5555;24
s-025;im-304;3;6184;25
s-025;im-266;5;8574;26
s-025;im-248;3;8675;27
s-025;im-261;1;4665;28
s-025;im-136;6;5154;29
s-025;im-284;3;12224;30
s-025;im-189;7;7618;31
s-025;im-117;2;16164;32
s-025;im-042;-1;13637;33
s-025;im-224;6;7172;34
s-026;im-223;7;5845;1
s-026;im-286;2;7135;2
s-026;im-161;6;6407;3
s-026;im-279;3;7160;4
s-026;im-121;2;5799;5
s-026;im-069;5;6071;6
s-026;im-222;7;5475;7
s-026;im-001;5;5791;8
s-026;im-083;7;5593;9
s-026;im-058;6;6591;10
s-026;im-104;6;5592;11
s-026;im-224;3;5106;12
s-026;im-181;7;5307;13
s-026;im-304;7;4795;14
s-026;im-302;5;5342;15
s-026;im-289;3;5177;16
s-026;im-239;3;5565;17
s-026;im-166;7;4078;18
s-026;im-303;7;4028;19
s-026;im-071;2;7224;20
s-026;im-096;3;5201;21
s-026;im-186;6;7100;22
s-026;im-225;5;5725;23
s-026;im-282;3;6364;24
s-026;im-143;5;5260;25
s-026;im-022;7;4381;26
s-026;im-301;3;5797;27
s-026;im-108;5;7700;28
s-026;im-021;5;5858;29
s-026;im-092;6;4788;30
s-026;im-295;3;5764;31
s-026;im-160;6;4587;32
s-026;im-076;6;7523;33
s-026;im-062;2;5543;34
s-027;im-246;5;12167;1
s-027;im-104;2;6173;2
s-027;im-055;2;9165;3
s-027;im-304;7;5242;4
s-027;im-014;3;9662;5
s-027;im-302;6;6325;6
s-027;im-107;2;6628;7
s-027;im-166;6;5294;8
s-027;im-071;6;6075;9
