subj_id;img_id;likert;resp_time;order
s-128;im-024;3;4590;30
s-128;im-118;1;3563;31
s-128;im-146;3;5671;32
s-128;im-040;7;3805;33
s-128;im-287;2;4416;34
s-129;im-090;3;13250;1
s-129;im-280;1;5774;2
s-129;im-139;2;5162;3
s-129;im-043;3;7456;4
s-129;im-300;7;5266;5
s-129;im-200;7;4922;6
s-129;im-150;7;5283;7
s-129;im-052;1;4927;8
s-129;im-302;1;4670;9
s-129;im-058;6;4387;10
s-129;im-257;2;6570;11
s-129;im-229;7;5066;12
s-129;im-074;4;6328;13
s-129;im-096;1;5108;14
s-129;im-115;7;5276;15
s-129;im-192;7;4344;16
s-129;im-304;7;4192;17
s-129;im-208;5;5225;18
s-129;im-171;7;3173;19
s-129;im-301;1;3301;20
s-129;im-100;3;5413;21
s-129;im-282;7;5143;22
s-129;im-303;7;3609;23
s-129;im-172;7;4314;24
s-129;im-048;2;5290;25
s-129;im-085;7;3597;26
s-129;im-294;3;4123;27
s-129;im-129;5;4892;28
s-129;im-062;6;5018;29
s-129;im-250;6;3813;30
s-129;im-199;7;4627;31
s-129;im-249;3;5181;32
s-129;im-210;6;5106;33
s-129;im-106;2;4827;34
s-130;im-001;6;108700;1
s-130;im-231;2;23643;2
s-130;im-121;7;5620;3
s-130;im-050;3;9344;4
s-130;im-148;6;14885;5
s-130;im-024;1;789177;6
s-130;im-038;6;6023;7
s-130;im-294;6;5809;8
s-130;im-204;2;6007;9
s-130;im-071;2;6643;10
s-130;im-049;1;6572;11
s-130;im-303;7;4059;12
s-130;im-093;6;5271;13
s-130;im-230;2;8215;14
s-130;im-255;2;8481;15
s-130;im-302;1;4879;16
s-130;im-072;2;10849;17
s-130;im-119;6;6631;18
s-130;im-161;7;4589;19
s-130;im-304;7;4429;20
s-130;im-192;7;5156;21
s-130;im-066;6;8136;22
s-130;im-295;2;5600;23
s-130;im-277;2;5867;24
s-130;im-078;6;6019;25
s-130;im-252;2;4729;26
s-130;im-209;2;9091;27
s-130;im-301;1;4463;28
s-130;im-210;2;5906;29
s-130;im-002;1;4456;30
s-130;im-166;7;4214;31
s-130;im-184;7;4750;32
s-130;im-187;2;6296;33
s-130;im-003;2;4733;34
s-131;im-195;7;5397;1
s-131;im-021;6;5943;2
s-131;im-160;6;4938;3
s-131;im-278;2;4975;4
s-131;im-122;6;6455;5
s-131;im-075;3;6261;6
s-131;im-296;2;6754;7
s-131;im-027;1;7015;8
s-131;im-035;2;5640;9
s-131;im-026;6;6554;10
s-131;im-032;1;7026;11
s-131;im-271;1;6259;12
s-131;im-008;2;12830;13
s-131;im-210;2;6594;14
s-131;im-233;2;5984;15
s-131;im-014;5;6761;16
s-131;im-036;1;5796;17
s-131;im-216;3;6122;18
s-131;im-181;7;4335;19
s-131;im-304;2;5883;20
s-131;im-288;3;4843;21
s-131;im-113;5;5627;22
s-131;im-016;2;7722;23
s-131;im-165;2;5951;24
s-131;im-007;3;21207;25
s-131;im-303;6;7383;26
s-131;im-255;2;5978;27
s-131;im-214;6;6065;28
s-131;im-234;6;5468;29
s-131;im-301;2;5095;30
s-131;im-061;1;4931;31
s-131;im-302;1;5428;32
s-131;im-018;1;5672;33
s-131;im-170;3;5442;34
s-132;im-191;6;6722;1
s-132;im-154;3;6060;2
s-132;im-079;3;6213;3
s-132;im-135;5;7078;4
s-132;im-127;5;5237;5
s-132;im-218;7;4454;6
s-132;im-303;6;14785;7
s-132;im-236;-1;5995;8
s-132;im-296;3;7288;9
s-132;im-136;6;4875;10
s-132;im-092;3;6939;11
s-132;im-301;5;5156;12
s-132;im-190;7;5102;13
s-132;im-155;5;5090;14
s-132;im-199;-1;4748;15
s-132;im-049;5;5083;16
s-132;im-036;3;5092;17
s-132;im-089;3;5676;18
s-132;im-101;3;4944;19
s-132;im-070;6;4071;20
s-132;im-304;5;3647;21
s-132;im-248;6;5756;22
s-132;im-260;5;4981;23
s-132;im-278;3;4272;24
s-132;im-235;3;6010;25
s-132;im-093;6;6379;26
s-132;im-078;-1;4764;27
s-132;im-289;5;5250;28
s-132;im-252;-1;4902;29
s-132;im-091;5;4851;30
s-132;im-003;3;5929;31
s-132;im-242;-1;4529;32
s-132;im-302;3;4700;33
s-132;im-021;-1;4648;34
s-133;im-148;2;4891;1
s-133;im-152;6;4334;2
s-133;im-080;-1;5539;3
s-133;im-302;1;4989;4
s-133;im-046;3;6093;5
s-133;im-122;5;4853;6
s-133;im-054;6;4906;7
s-133;im-249;2;5290;8
s-133;im-246;1;3706;9
s-133;im-274;2;4642;10
s-133;im-303;7;4415;11
s-133;im-099;2;4434;12
s-133;im-201;5;4033;13
s-133;im-121;7;4194;14
s-133;im-160;6;3689;15
s-133;im-279;2;4318;16
s-133;im-301;1;3822;17
s-133;im-014;2;4590;18
s-133;im-114;6;3501;19
s-133;im-304;7;2533;20
s-133;im-145;3;4168;21
s-133;im-154;6;4416;22
s-133;im-078;1;3612;23
s-133;im-244;5;4450;24
s-133;im-176;7;2887;25
s-133;im-105;5;4544;26
s-133;im-164;6;4683;27
s-133;im-049;-1;6742;28
s-133;im-277;2;2745;29
s-133;im-228;3;5188;30
s-133;im-013;5;5334;31
s-133;im-040;6;4683;32
s-133;im-276;2;2940;33
s-133;im-273;1;4315;34
s-134;im-037;5;4309;1
s-134;im-178;7;4165;2
s-134;im-034;3;2636;3
s-134;im-068;5;3194;4
s-134;im-226;5;5957;5
s-134;im-301;2;4332;6
s-134;im-061;2;4272;7
s-134;im-304;6;3592;8
s-134;im-039;2;4042;9
s-134;im-288;2;3060;10
s-134;im-087;3;4723;11
s-134;im-077;3;4517;12
s-134;im-243;5;3825;13
s-134;im-302;3;3912;14
s-134;im-122;5;4280;15
s-134;im-100;5;4387;16
s-134;im-047;5;3954;17
s-134;im-176;7;2888;18
s-134;im-018;6;4088;19
s-134;im-303;7;2537;20
s-134;im-291;2;2943;21
s-134;im-160;-1;209;22
s-134;im-174;5;4714;23
s-134;im-099;3;3538;24
s-134;im-219;5;4353;25
s-134;im-230;3;5381;26
s-134;im-073;5;4177;27
s-134;im-117;2;4285;28
s-134;im-110;4;4361;29
s-134;im-217;6;3204;30
s-134;im-266;5;4201;31
s-134;im-296;2;3241;32
s-134;im-285;3;6770;33
s-134;im-177;6;3715;34
s-135;im-303;7;7176;1
s-135;im-296;4;10100;2
s-135;im-092;6;5697;3
s-135;im-059;5;4941;4
s-135;im-064;5;7491;5
s-135;im-106;5;5721;6
s-135;im-304;7;4632;7
s-135;im-157;7;4269;8
s-135;im-177;6;7134;9
s-135;im-170;7;4231;10
s-135;im-179;3;5041;11
s-135;im-054;6;4425;12
s-135;im-219;3;7766;13
s-135;im-118;6;4406;14
s-135;im-270;3;3942;15
s-135;im-104;5;5468;16
s-135;im-143;6;4315;17
s-135;im-244;6;4592;18
s-135;im-229;7;4519;19
s-135;im-018;2;6707;20
s-135;im-152;7;5586;21
s-135;im-223;7;4973;22
s-135;im-038;3;4518;23
s-135;im-035;5;4644;24
s-135;im-302;1;4274;25
s-135;im-041;6;4275;26
s-135;im-066;6;4689;27
s-135;im-286;2;7106;28
s-135;im-301;1;3533;29
s-135;im-202;3;5804;30
s-135;im-128;3;6163;31
s-135;im-011;6;4242;32
s-135;im-293;2;3999;33
s-135;im-277;2;3754;34
s-136;im-023;2;5605;1
s-136;im-293;2;5036;2
s-136;im-168;7;3882;3
s-136;im-263;6;5662;4
s-136;im-221;6;4946;5
s-136;im-026;6;5050;6
s-136;im-052;1;4839;7
s-136;im-259;2;4886;8
s-136;im-304;7;2460;9
s-136;im-191;7;2972;10
s-136;im-020;4;5484;11
s-136;im-062;6;5605;12
s-136;im-175;7;2967;13
s-136;im-277;2;3956;14
s-136;im-276;2;4526;15
s-136;im-141;5;5630;16
s-136;im-098;3;5413;17
s-136;im-131;2;4827;18
s-136;im-218;7;3452;19
s-136;im-156;7;3580;20
s-136;im-302;5;6667;21
s-136;im-130;2;4487;22
s-136;im-246;2;4677;23
s-136;im-301;2;5874;24
s-136;im-127;2;6712;25
s-136;im-303;7;1862;26
s-136;im-238;2;4455;27
s-136;im-115;2;7555;28
s-136;im-010;5;5599;29
s-136;im-237;1;4565;30
s-136;im-177;7;3630;31
s-136;im-018;2;4737;32
s-136;im-055;6;5246;33
s-136;im-017;-1;5446;34
s-137;im-134;2;6781;1
s-137;im-303;7;5256;2
s-137;im-232;1;5538;3
s-137;im-301;1;4295;4
s-137;im-186;6;4582;5
s-137;im-216;2;8313;6
s-137;im-300;4;7734;7
s-137;im-208;3;5092;8
s-137;im-273;6;5718;9
s-137;im-152;7;4387;10
s-137;im-183;7;4867;11
s-137;im-039;1;4889;12
s-137;im-268;2;5950;13
s-137;im-302;1;5651;14
s-137;im-247;7;6651;15
s-137;im-162;7;4296;16
s-137;im-009;5;5934;17
s-137;im-123;2;8015;18
s-137;im-289;1;5261;19
s-137;im-003;3;5381;20
s-137;im-001;7;5116;21
s-137;im-304;7;3838;22
s-137;im-142;1;5042;23
s-137;im-085;7;4392;24
s-137;im-061;2;6134;25
s-137;im-248;2;4837;26
s-137;im-032;6;5720;27
s-137;im-050;5;4960;28
s-137;im-280;2;4948;29
s-137;im-100;7;5154;30
s-137;im-071;3;5334;31
s-137;im-034;1;4120;32
s-137;im-006;1;5411;33
s-137;im-192;6;5545;34
s-138;im-018;1;6121;1
s-138;im-197;1;4678;2
s-138;im-040;7;4651;3
s-138;im-110;3;4227;4
s-138;im-157;7;3964;5
s-138;im-158;1;5354;6
s-138;im-294;-1;4331;7
s-138;im-287;3;5486;8
s-138;im-210;2;5578;9
s-138;im-302;1;4708;10
s-138;im-303;7;3958;11
s-138;im-145;6;5429;12
s-138;im-034;2;5538;13
s-138;im-181;7;4924;14
s-138;im-153;1;3710;15
s-138;im-140;7;4008;16
s-138;im-008;5;5384;17
s-138;im-242;2;4402;18
s-138;im-271;5;3928;19
s-138;im-301;1;5266;20
s-138;im-057;5;4508;21
s-138;im-253;2;4934;22
s-138;im-215;1;4791;23
s-138;im-079;6;4070;24
s-138;im-011;6;5431;25
s-138;im-229;2;3512;26
s-138;im-275;3;5357;27
s-138;im-304;7;3664;28
s-138;im-113;2;4452;29
s-138;im-218;5;3710;30
s-138;im-030;1;3645;31
s-138;im-078;3;5908;32
s-138;im-132;2;3344;33
s-138;im-062;6;3686;34
s-139;im-242;6;4193;1
s-139;im-230;2;3904;2
s-139;im-232;1;3837;3
s-139;im-090;5;4477;4
s-139;im-120;3;3976;5
s-139;im-136;1;3311;6
s-139;im-251;6;3851;7
s-139;im-006;1;4915;8
s-139;im-301;1;3943;9
s-139;im-236;5;3661;10
s-139;im-199;5;4898;11
s-139;im-174;6;3675;12
s-139;im-286;6;4893;13
s-139;im-089;6;5126;14
s-139;im-079;1;4212;15
s-139;im-304;1;2564;16
s-139;im-068;7;4966;17
s-139;im-290;2;5422;18
s-139;im-141;7;4739;19
s-139;im-030;6;4901;20
s-139;im-302;1;3141;21
s-139;im-218;3;5707;22
s-139;im-198;6;3256;23
s-139;im-094;1;4372;24
s-139;im-161;7;4864;25
s-139;im-113;6;4044;26
s-139;im-303;7;3536;27
s-139;im-295;5;4461;28
s-139;im-191;7;3708;29
s-139;im-097;7;4104;30
s-139;im-037;7;4027;31
s-139;im-282;1;4715;32
s-139;im-075;7;3641;33
s-139;im-018;5;4895;34
s-140;im-236;5;8521;1
s-140;im-195;7;6387;2
s-140;im-237;1;6392;3
s-140;im-117;3;6248;4
s-140;im-277;5;6296;5
s-140;im-039;7;6760;6
s-140;im-072;2;10924;7
s-140;im-016;5;9140;8
s-140;im-125;7;6003;9
s-140;im-085;1;5674;10
s-140;im-127;1;5945;11
s-140;im-303;1;4902;12
s-140;im-020;6;6505;13
s-140;im-080;1;7880;14
s-140;im-283;7;6257;15
s-140;im-301;1;5880;16
s-140;im-250;1;6678;17
s-140;im-188;1;6363;18
s-140;im-008;1;7364;19
s-140;im-304;7;8478;20
s-140;im-209;1;5386;21
s-140;im-255;1;6268;22
s-140;im-147;7;5438;23
s-140;im-058;3;5330;24
s-140;im-232;1;5805;25
s-140;im-078;1;6729;26
s-140;im-293;5;4735;27
s-140;im-161;7;6290;28
s-140;im-275;2;6144;29
s-140;im-198;7;6616;30
s-140;im-187;7;6253;31
s-140;im-011;4;7314;32
s-140;im-302;1;6744;33
s-140;im-028;7;8277;34
s-141;im-087;1;4630;1
s-141;im-257;2;5008;2
s-141;im-167;7;5058;3
s-141;im-210;7;4731;4
s-141;im-234;5;5417;5
s-141;im-304;7;3025;6
s-141;im-208;6;4436;7
s-141;im-303;7;2294;8
s-141;im-259;1;4047;9
s-141;im-177;2;5926;10
s-141;im-184;7;5932;11
s-141;im-301;1;3786;12
s-141;im-031;1;5129;13
s-141;im-056;3;7717;14
s-141;im-161;7;3468;15
s-141;im-109;1;3234;16
s-141;im-205;7;3896;17
s-141;im-119;3;5139;18
s-141;im-283;7;3935;19
s-141;im-037;1;3630;20
s-141;im-125;5;4519;21
s-141;im-055;4;4565;22
s-141;im-155;2;6071;23
s-141;im-078;2;4251;24
s-141;im-014;1;3056;25
s-141;im-034;2;3852;26
s-141;im-059;1;4361;27
s-141;im-298;6;4553;28
s-141;im-060;6;4217;29
s-141;im-029;3;4380;30
s-141;im-147;6;3739;31
s-141;im-277;2;9139;32
s-141;im-211;6;4995;33
s-141;im-302;1;3173;34
s-142;im-271;1;5139;1
s-142;im-021;6;4567;2
s-142;im-246;1;3392;3
s-142;im-250;7;4044;4
s-142;im-183;5;3483;5
s-142;im-212;1;4118;6
s-142;im-303;1;9352;7
s-142;im-068;7;2997;8
s-142;im-163;1;3372;9
s-142;im-051;1;3516;10
s-142;im-175;1;3551;11
s-142;im-082;3;4883;12
s-142;im-276;-1;4580;13
s-142;im-029;6;3761;14
s-142;im-267;7;4888;15
s-142;im-302;2;3858;16
s-142;im-002;3;3366;17
s-142;im-007;-1;3138;18
s-142;im-139;1;3315;19
s-142;im-012;7;6453;20
s-142;im-286;2;3714;21
s-142;im-112;7;3902;22
s-142;im-159;7;3473;23
s-142;im-304;1;4721;24
s-142;im-050;7;2734;25
s-142;im-281;5;2750;26
s-142;im-095;3;3447;27
s-142;im-197;5;3749;28
s-142;im-243;1;3042;29
s-142;im-220;1;2976;30
s-142;im-301;1;4897;31
s-142;im-119;6;3403;32
s-142;im-104;3;5123;33
s-142;im-040;7;3384;34
s-143;im-251;1;9215;1
s-143;im-087;1;5682;2
s-143;im-304;7;6085;3
s-143;im-256;6;11498;4
s-143;im-250;6;6911;5
s-143;im-193;-1;9556;6
s-143;im-037;5;11093;7
s-143;im-302;1;7276;8
s-143;im-176;7;5517;9
s-143;im-022;6;5684;10
s-143;im-029;7;4705;11
s-143;im-301;2;8872;12
s-143;im-007;2;6192;13
s-143;im-174;7;6514;14
s-143;im-001;1;8849;15
s-143;im-303;7;6403;16
s-143;im-209;2;9246;17
s-143;im-097;6;7292;18
s-143;im-299;1;5332;19
s-143;im-133;2;5709;20
s-143;im-107;3;7961;21
s-143;im-048;1;7994;22
s-143;im-076;1;6589;23
s-143;im-236;2;5531;24
s-143;im-281;2;4927;25
s-143;im-235;5;7128;26
s-143;im-131;2;12211;27
s-143;im-064;2;4774;28
s-143;im-234;5;6413;29
s-143;im-196;7;4828;30
s-143;im-284;2;8082;31
s-143;im-152;7;6120;32
s-143;im-046;5;5467;33
s-143;im-032;5;5298;34
s-144;im-073;6;10440;1
s-144;im-085;7;8643;2
s-144;im-303;7;11139;3
s-144;im-076;2;11723;4
s-144;im-204;5;10035;5
s-144;im-070;6;10094;6
s-144;im-193;3;8304;7
s-144;im-299;5;13192;8
s-144;im-159;6;8730;9
s-144;im-202;2;7191;10
s-144;im-168;6;7372;11
s-144;im-037;5;7259;12
s-144;im-047;6;8254;13
s-144;im-216;2;7786;14
s-144;im-091;6;13612;15
s-144;im-257;2;5774;16
s-144;im-274;6;7377;17
s-144;im-302;5;18766;18
s-144;im-304;7;7633;19
s-144;im-245;3;13082;20
s-144;im-028;6;11438;21
s-144;im-149;5;6230;22
s-144;im-271;3;7120;23
s-144;im-301;2;7953;24
s-144;im-194;3;6127;25
s-144;im-078;2;11894;26
s-144;im-014;6;7727;27
s-144;im-009;6;5511;28
s-144;im-238;3;9752;29
s-144;im-148;7;9653;30
s-144;im-172;6;7931;31
s-144;im-118;6;8839;32
s-144;im-123;3;7036;33
s-144;im-251;3;6030;34
s-145;im-302;1;6600;1
s-145;im-127;5;6689;2
s-145;im-158;3;5739;3
s-145;im-301;5;5881;4
s-145;im-093;5;6315;5
s-145;im-207;6;6515;6
s-145;im-304;-1;7735;7
s-145;im-213;3;5830;8
s-145;im-124;5;6147;9
s-145;im-214;3;6957;10
s-145;im-244;2;5695;11
s-145;im-171;7;5406;12
s-145;im-050;5;7919;13
s-145;im-055;3;6545;14
s-145;im-115;1;5127;15
s-145;im-161;-1;3780;16
s-145;im-271;2;4995;17
s-145;im-132;3;5080;18
s-145;im-086;5;6354;19
s-145;im-090;-1;4597;20
s-145;im-157;7;5055;21
s-145;im-303;5;6543;22
s-145;im-249;3;5736;23
s-145;im-274;2;4361;24
s-145;im-081;6;5471;25
s-145;im-109;3;4205;26
s-145;im-066;6;5172;27
s-145;im-048;-1;4944;28
s-145;im-296;3;4934;29
s-145;im-187;6;4396;30
s-145;im-266;2;5174;31
s-145;im-267;-1;26;32
s-145;im-011;-1;5097;33
s-145;im-096;3;5534;34
s-146;im-102;6;5714;1
s-146;im-269;1;2628;2
s-146;im-096;1;5854;3
s-146;im-299;7;2421;4
s-146;im-296;4;7467;5
s-146;im-202;1;2307;6
s-146;im-057;7;4444;7
s-146;im-171;7;2319;8
s-146;im-058;7;3097;9
s-146;im-224;1;2777;10
s-146;im-302;6;4262;11
s-146;im-122;6;4437;12
s-146;im-003;1;2216;13
s-146;im-206;-1;51;14
s-146;im-024;1;4316;15
s-146;im-304;7;2384;16
s-146;im-194;6;4420;17
s-146;im-255;1;4494;18
s-146;im-130;6;4137;19
s-146;im-155;5;3318;20
s-146;im-301;1;2485;21
s-146;im-056;3;6351;22
s-146;im-035;7;2415;23
s-146;im-174;7;2518;24
s-146;im-042;2;3694;25
s-146;im-135;1;3286;26
s-146;im-177;5;6131;27
s-146;im-303;7;3948;28
s-146;im-034;1;2348;29
s-146;im-018;6;3548;30
s-146;im-248;6;7519;31
s-146;im-283;7;2990;32
s-146;im-011;1;2002;33
s-146;im-209;6;4513;34
s-147;im-303;7;9360;1
s-147;im-299;2;11200;2
s-147;im-270;3;24276;3
s-147;im-123;6;6008;4
s-147;im-214;5;5419;5
s-147;im-277;6;4892;6
s-147;im-115;1;6008;7
s-147;im-050;3;16887;8
s-147;im-056;6;7346;9
s-147;im-036;6;4614;10
s-147;im-210;3;5415;11
s-147;im-159;6;5557;12
s-147;im-045;2;5429;13
s-147;im-006;2;6993;14
s-147;im-304;6;9977;15
s-147;im-301;1;8521;16
s-147;im-101;2;7928;17
s-147;im-289;1;5964;18
s-147;im-130;1;7043;19
s-147;im-248;7;5988;20
s-147;im-243;7;5550;21
s-147;im-030;2;6179;22
s-147;im-183;7;7379;23
s-147;im-063;3;10669;24
s-147;im-295;-1;9324;25
s-147;im-225;6;6601;26
s-147;im-116;7;5160;27
s-147;im-197;6;5558;28
s-147;im-185;6;6453;29
s-147;im-302;2;5171;30
s-147;im-077;-1;7275;31
s-147;im-028;1;5114;32
s-147;im-061;1;5008;33
s-147;im-194;6;7694;34
s-148;im-023;5;5761;1
s-148;im-109;2;7864;2
s-148;im-301;5;6790;3
s-148;im-303;7;5299;4
s-148;im-304;7;3183;5
s-148;im-190;7;3676;6
s-148;im-095;5;5586;7
s-148;im-108;7;4979;8
s-148;im-127;6;6953;9
s-148;im-076;2;5131;10
s-148;im-102;-1;197;11
s-148;im-088;1;5994;12
s-148;im-279;1;5366;13
s-148;im-212;7;4396;14
s-148;im-286;5;6149;15
s-148;im-185;7;4765;16
s-148;im-206;5;8952;17
s-148;im-089;2;5397;18
s-148;im-041;6;8953;19
s-148;im-131;7;6036;20
s-148;im-043;6;5152;21
s-148;im-300;7;5014;22
s-148;im-167;7;4159;23
s-148;im-252;3;5457;24
s-148;im-216;6;5409;25
s-148;im-119;7;4954;26
s-148;im-168;7;4343;27
s-148;im-247;7;4762;28
s-148;im-163;7;4428;29
s-148;im-015;3;6583;30
s-148;im-302;3;5207;31
s-148;im-246;7;7276;32
s-148;im-295;5;13419;33
s-148;im-031;5;4952;34
s-149;im-226;-1;5618;1
s-149;im-219;1;5170;2
s-149;im-089;1;4696;3
s-149;im-216;2;5548;4
s-149;im-005;2;3827;5
s-149;im-173;2;4852;6
s-149;im-170;6;5141;7
s-149;im-111;1;4605;8
s-149;im-094;6;5201;9
s-149;im-263;2;5215;10
s-149;im-267;2;5116;11
s-149;im-028;2;4998;12
s-149;im-157;7;4357;13
s-149;im-149;2;4385;14
s-149;im-042;6;5160;15
s-149;im-224;2;6573;16
s-149;im-015;6;4898;17
s-149;im-135;6;5135;18
s-149;im-240;2;2914;19
s-149;im-140;1;3322;20
s-149;im-251;6;5313;21
s-149;im-195;6;5019;22
s-149;im-082;1;3701;23
s-149;im-023;6;4097;24
s-149;im-303;7;3592;25
s-149;im-301;1;3938;26
s-149;im-302;1;4040;27
s-149;im-178;7;4222;28
s-149;im-295;1;3622;29
s-149;im-143;5;3124;30
s-149;im-274;5;3005;31
s-149;im-304;6;3549;32
s-149;im-133;6;3253;33
s-149;im-003;2;4024;34
s-150;im-206;2;6021;1
s-150;im-247;2;5287;2
s-150;im-049;2;6132;3
s-150;im-300;6;5006;4
s-150;im-012;3;5666;5
s-150;im-116;2;6928;6
s-150;im-237;1;5056;7
s-150;im-292;6;5100;8
s-150;im-301;6;6193;9
s-150;im-297;6;5880;10
s-150;im-033;7;4065;11
s-150;im-302;3;5580;12
s-150;im-164;6;5389;13
s-150;im-179;2;4475;14
s-150;im-189;7;4495;15
s-150;im-101;1;6611;16
s-150;im-249;6;7458;17
s-150;im-148;6;6183;18
s-150;im-261;2;4719;19
s-150;im-134;2;4313;20
s-150;im-014;1;4547;21
s-150;im-003;2;7109;22
s-150;im-171;7;5344;23
s-150;im-120;3;4971;24
s-150;im-111;2;7164;25
s-150;im-245;6;6721;26
s-150;im-058;3;8139;27
s-150;im-078;3;6207;28
s-150;im-303;7;3422;29
s-150;im-155;5;6493;30
s-150;im-093;2;6053;31
s-150;im-272;5;7627;32
s-150;im-110;5;11544;33
s-150;im-304;7;3810;34
s-151;im-081;5;6533;1
s-151;im-302;3;10863;2
s-151;im-092;5;6223;3
s-151;im-258;-1;3702;4
s-151;im-152;5;8390;5
s-151;im-246;-1;5282;6
s-151;im-022;3;6798;7
s-151;im-275;-1;6517;8
s-151;im-139;-1;4144;9
s-151;im-114;3;7226;10
s-151;im-220;6;5923;11
s-151;im-137;-1;7435;12
s-151;im-171;7;6255;13
s-151;im-030;5;6588;14
s-151;im-192;7;6089;15
s-151;im-041;3;5766;16
s-151;im-035;6;5855;17
s-151;im-250;3;5634;18
s-151;im-303;7;3607;19
s-151;im-267;3;5471;20
s-151;im-280;1;5738;21
s-151;im-154;6;5058;22
s-151;im-079;-1;4691;23
s-151;im-188;7;6114;24
s-151;im-234;3;6848;25
s-151;im-048;-1;4498;26
s-151;im-045;3;5485;27
s-151;im-301;2;5555;28
s-151;im-283;-1;4871;29
s-151;im-065;3;5209;30
s-151;im-304;5;6330;31
s-151;im-061;2;6496;32
s-151;im-098;6;6130;33
s-151;im-209;5;6929;34
s-152;im-209;2;5797;1
s-152;im-026;7;7678;2
s-152;im-176;1;6498;3
s-152;im-254;1;6906;4
s-152;im-213;1;4495;5
s-152;im-149;6;7596;6
s-152;im-065;6;5383;7
s-152;im-018;2;5939;8
s-152;im-096;6;6597;9
s-152;im-005;2;4853;10
s-152;im-061;2;5460;11
s-152;im-127;2;5083;12
s-152;im-189;6;4885;13
s-152;im-267;7;5684;14
s-152;im-274;1;4081;15
s-152;im-211;6;6773;16
s-152;im-180;6;4967;17
s-152;im-301;1;4807;18
s-152;im-304;7;4389;19
s-152;im-112;2;5109;20
s-152;im-255;1;3550;21
s-152;im-040;7;5085;22
s-152;im-303;7;4597;23
s-152;im-004;2;5909;24
s-152;im-042;1;4001;25
s-152;im-185;1;4691;26
s-152;im-237;7;5092;27
s-152;im-118;2;3837;28
s-152;im-191;2;4357;29
s-152;im-279;2;5447;30
s-152;im-029;7;4268;31
s-152;im-240;2;4115;32
s-152;im-302;7;4134;33
s-152;im-062;7;5031;34
s-153;im-043;7;5305;1
s-153;im-149;2;7948;2
s-153;im-219;2;5855;3
s-153;im-303;7;3966;4
s-153;im-292;1;5228;5
s-153;im-062;7;4741;6
s-153;im-078;2;5333;7
s-153;im-099;-1;6095;8
s-153;im-141;1;5586;9
s-153;im-122;3;5408;10
s-153;im-037;2;5189;11
s-153;im-056;6;4871;12
s-153;im-095;2;4848;13
s-153;im-110;6;4728;14
s-153;im-170;6;4859;15
s-153;im-180;6;4459;16
s-153;im-060;2;6977;17
s-153;im-200;7;4183;18
s-153;im-252;2;4744;19
s-153;im-238;6;4523;20
s-153;im-213;5;4686;21
s-153;im-302;1;6638;22
s-153;im-203;2;4586;23
s-153;im-304;7;4422;24
s-153;im-068;6;4014;25
s-153;im-190;7;4495;26
s-153;im-039;2;6247;27
s-153;im-296;2;4703;28
s-153;im-191;7;4669;29
s-153;im-212;5;5069;30
s-153;im-256;6;4461;31
s-153;im-301;1;4746;32
s-153;im-126;2;4773;33
s-153;im-272;6;4098;34
s-154;im-101;3;5422;1
s-154;im-081;5;4909;2
s-154;im-248;2;5107;3
s-154;im-157;7;2958;4
s-154;im-244;5;6305;5
s-154;im-190;6;3778;6
s-154;im-230;2;3150;7
s-154;im-224;6;2202;8
s-154;im-263;3;2422;9
s-154;im-110;5;2842;10
s-154;im-091;2;5034;11
s-154;im-301;2;4128;12
s-154;im-138;3;5232;13
s-154;im-167;6;2169;14
s-154;im-010;3;4330;15
s-154;im-302;5;8288;16
s-154;im-133;2;2887;17
s-154;im-225;2;3386;18
s-154;im-186;6;2626;19
s-154;im-012;6;1963;20
s-154;im-277;2;2072;21
s-154;im-002;-1;117;22
s-154;im-089;3;4065;23
s-154;im-287;3;2885;24
s-154;im-076;6;2138;25
s-154;im-276;6;3952;26
s-154;im-094;2;3658;27
s-154;im-021;6;4067;28
s-154;im-035;6;2921;29
s-154;im-189;6;2056;30
s-154;im-303;7;2050;31
s-154;im-304;7;2615;32
s-154;im-132;2;3100;33
s-154;im-292;2;2062;34
s-155;im-304;6;5113;1
s-155;im-290;3;7040;2
s-155;im-061;3;10717;3
s-155;im-110;6;6323;4
s-155;im-063;6;4847;5
s-155;im-149;5;6675;6
s-155;im-006;6;5567;7
s-155;im-206;2;4970;8
s-155;im-117;2;5293;9
s-155;im-045;5;6587;10
s-155;im-041;5;5218;11
s-155;im-046;3;5806;12
s-155;im-303;6;4530;13
s-155;im-248;3;6048;14
s-155;im-184;6;5140;15
s-155;im-280;2;6256;16
s-155;im-142;5;5519;17
s-155;im-177;6;4861;18
s-155;im-135;3;9341;19
s-155;im-302;3;5038;20
s-155;im-265;3;4832;21
s-155;im-289;3;4784;22
s-155;im-301;3;4950;23
s-155;im-203;3;4944;24
s-155;im-226;5;5367;25
s-155;im-086;5;4651;26
s-155;im-096;3;5330;27
s-155;im-156;5;4989;28
s-155;im-164;3;5130;29
s-155;im-111;5;3995;30
s-155;im-197;3;3895;31
s-155;im-201;5;5586;32
s-155;im-263;3;4687;33
s-155;im-133;2;4599;34
s-156;im-005;3;5985;1
s-156;im-264;6;6191;2
s-156;im-064;4;6033;3
s-156;im-246;5;6253;4
s-156;im-204;6;5761;5
s-156;im-289;3;5645;6
s-156;im-303;7;5507;7
